g,a,b,c,ia,ib,ic,va,vb,vc
0,0,0,0,108.1104086,59.84040833,-168.1701664,-103.7909841,-931.9985939,1035.789793
0,0,0,0,99.28618372,70.14637564,-169.650394,-29.45707185,-972.7585486,1002.215842
0,0,0,0,90.03652358,80.15316809,-170.406022,45.19710398,-1009.626131,964.429237
0,0,0,0,80.35864042,89.85644663,-170.4299169,119.8283858,-1042.164248,922.3360788
0,0,0,0,70.37839778,99.12787209,-169.7196168,193.6399709,-1070.207712,876.5679573
0,0,0,0,60.10123594,107.9656196,-168.27873,266.6231374,-1093.74618,827.1232711
0,0,0,0,49.5114506,116.3759274,-166.0977831,338.9194735,-1112.867387,773.9481389
0,0,0,0,38.76097324,124.2359383,-163.2058648,409.3907493,-1127.181511,717.7909736
0,0,0,0,27.84570066,131.5640669,-159.6172793,478.0003289,-1136.551951,658.551836
0,0,0,0,16.75665054,138.3840728,-155.3467968,544.9562842,-1140.888043,595.9319673
0,0,0,0,5.649162687,144.5795072,-150.4333221,609.226826,-1140.306648,531.0800343
0,0,0,0,-5.482795872,150.1575157,-144.8779607,670.9670662,-1134.909465,463.9425953
0,0,0,0,-16.64764542,155.1178556,-138.6720429,730.0765778,-1124.588758,394.5123801
0,0,0,0,-27.68798855,159.390976,-131.9034287,785.870278,-1109.5397,323.6696147
0,0,0,0,-38.61450005,162.9884433,-124.5730033,838.0475894,-1089.623967,251.5765766
0,0,0,0,-49.43355946,165.9075528,-116.6716748,886.9267333,-1064.935007,178.0084745
0,0,0,0,-59.99216574,168.1058326,-108.309986,931.8119054,-1035.809364,103.9976551
0,0,0,0,-70.29891545,169.5878784,-99.48392977,972.6759747,-1002.266376,29.59059265
0,0,0,0,-80.35072883,170.346867,-90.1897551,1009.691711,-964.2941454,-45.39737442
0,0,0,0,-90.00858129,170.3705047,-80.55420686,1042.116085,-922.4049229,-119.7109602
0,0,0,0,-99.278696,169.6619619,-70.57422532,1070.200668,-876.6393735,-193.5610992
0,0,0,0,-108.1570636,168.2138602,-60.24643528,1093.668308,-826.9783932,-266.6896894
0,0,0,0,-116.5264573,166.0432225,-49.70509807,1112.825857,-774.0355742,-338.7900997
0,0,0,0,-124.3850293,163.1532475,-38.95525464,1127.086363,-717.9047136,-409.1814543
0,0,0,0,-131.7483811,159.5469963,-27.98435812,1136.666286,-658.3047254,-478.3613791
0,0,0,0,-138.5339159,155.2969029,-16.94745185,1140.887058,-596.0281099,-544.8587611
0,0,0,0,-144.7301796,150.3841645,-5.837180585,1140.398278,-531.1177547,-609.2803469
0,0,0,0,-150.3321063,144.8032259,5.346950745,1134.882883,-463.7179458,-671.1647539
0,0,0,0,-155.2676865,138.625922,16.46108611,1124.653244,-394.571785,-730.0812889
0,0,0,0,-159.5389453,131.8616461,27.49786308,1109.493142,-323.8877134,-785.6052359
0,0,0,0,-163.1532561,124.4940104,38.48104933,1089.556506,-251.3344806,-838.2218352
0,0,0,0,-166.0571315,116.6298668,49.25029336,1065.000943,-178.0677862,-886.9329779
0,0,0,0,-168.2555618,108.2686491,59.81115769,1035.858665,-104.13041,-931.7280742
0,0,0,0,-169.7430874,99.40097592,70.16757006,1002.152599,-29.33787315,-972.8145495
0,0,0,0,-170.4968022,90.15143944,80.17202055,964.3470571,45.19698922,-1009.543867
0,0,0,0,-170.5206562,80.51707126,89.83143361,922.4742108,119.5931777,-1042.067223
0,0,0,0,-169.8071383,70.48832439,99.14785069,876.4847497,193.8001702,-1070.284747
0,0,0,0,-168.3639546,60.20681566,107.98735,827.0186731,266.9087164,-1093.927227
0,0,0,0,-166.1939222,49.66986993,116.3554289,774.1199218,338.6861562,-1112.805909
0,0,0,0,-163.2883277,38.86802253,124.2528449,717.7126819,409.4319237,-1127.144436
0,0,0,0,-159.6983549,27.95240055,131.5796436,658.4424296,478.131606,-1136.57387
0,0,0,0,-155.4477718,16.91456854,138.3680337,596.1400339,544.7342767,-1140.874149
0,0,0,0,-150.5106283,5.752796828,144.5938009,530.9303679,609.4315834,-1140.36179
0,0,0,0,-144.9535897,-5.380115862,150.1708003,463.8308106,671.0680044,-1134.898644
0,0,0,0,-138.7784453,-16.4901247,155.1067821,394.727123,729.9118228,-1124.638779
0,0,0,0,-131.9787609,-27.58205728,159.4001447,323.7727112,785.5917971,-1109.364318
0,0,0,0,-124.6445545,-38.51321841,162.9982013,251.4645417,838.1211471,-1089.585537
0,0,0,0,-116.7813452,-49.28095927,165.903827,178.2605805,886.7524336,-1065.012849
0,0,0,0,-108.3772426,-59.89398167,168.1138384,103.7860798,931.998278,-1035.784204
0,0,0,0,-99.55122743,-70.19961829,169.5945384,29.45246828,972.7578803,-1002.210191
0,0,0,0,-90.29981878,-80.20605561,170.3506382,-45.20167017,1009.625309,-964.4234897
0,0,0,0,-80.6201355,-89.90902853,170.3749963,-119.8325072,1042.163089,-922.3304277
0,0,0,0,-70.63813895,-99.18012725,169.6651543,-193.643837,1070.206358,-876.5623667
0,0,0,0,-60.35923925,-108.0175436,168.2247196,-266.6267954,1093.744733,-827.1177744
0,0,0,0,-49.76773902,-116.4275004,166.0442224,-338.9230636,1112.866015,-773.9427909
0,0,0,0,-39.01554673,-124.2871809,163.1527445,-409.3950609,1127.180602,-717.7853897
0,0,0,0,-28.09862971,-131.6144781,159.5641512,-478.0043367,1136.555701,-658.5512114
0,0,0,0,-17.00766657,-138.4341813,155.2939154,-544.9569258,1140.889823,-595.9327481
0,0,0,0,-5.898636479,-144.6291476,150.3808637,-609.2296347,1140.309498,-531.0797116
0,0,0,0,5.234970351,-150.2067645,144.8258789,-670.9698477,1134.912064,-463.9420768
0,0,0,0,16.40131975,-155.1666477,138.6204155,-730.0856039,1124.593809,-394.5080583
0,0,0,0,27.4435967,-159.4395374,131.8520192,-785.8716774,1109.541355,-323.6695401
0,0,0,0,38.37171095,-163.0366811,124.5220323,-838.0484453,1089.624554,-251.5759664
0,0,0,0,49.19249616,-165.9555193,116.6210672,-886.9276954,1064.934948,-178.00711
0,0,0,0,59.75280576,-168.1535193,108.2597278,-931.8113603,1035.80837,-103.996869
0,0,0,0,70.0612375,-169.6352914,99.43403135,-972.6747522,1002.264734,-29.58984473
0,0,0,0,80.1148173,-170.3940218,90.14014333,-1009.688919,964.2918232,45.39723244
0,0,0,0,89.77424717,-170.4173744,80.50501584,-1042.113804,922.4023218,119.7116259
0,0,0,0,99.04599898,-169.7085586,70.52539142,-1070.19807,876.6364507,193.5617594
0,0,0,0,107.9260042,-168.2601815,60.19794977,-1093.665345,826.9752317,266.6902745
0,0,0,0,116.2970395,-166.0892593,49.65692247,-1112.822811,774.0321703,338.7907708
0,0,0,0,124.1571857,-163.1990162,38.90745662,-1127.082817,717.9013142,409.1816417
0,0,0,0,131.5216017,-159.591786,27.93673193,-1136.667936,658.3084064,478.3596592
0,0,0,0,138.3084795,-155.3413047,16.90028318,-1140.889896,596.0314276,544.8586019
0,0,0,0,144.5062382,-150.428234,5.790357814,-1140.400493,531.1202094,609.2804102
0,0,0,0,150.1096587,-144.8469502,-5.393444545,-1134.884467,463.7198686,671.1647288
0,0,0,0,155.0458862,-138.6702397,-16.50549138,-1124.591382,394.6464552,729.9450565
0,0,0,0,159.3194297,-131.9047061,-27.54368324,-1109.493095,323.889717,785.6035159
0,0,0,0,162.9352225,-124.5367429,-38.52655593,-1089.556402,251.3353999,838.2211382
0,0,0,0,165.8405674,-116.6722593,-49.29551186,-1064.99989,178.0692037,886.9308138
0,0,0,0,168.040453,-108.3107077,-59.8560824,-1035.857552,104.1308511,931.72683
0,0,0,0,169.5294304,-99.44271031,-70.2121926,-1002.151137,29.33800149,972.8132608
0,0,0,0,170.2845888,-90.19276811,-80.21643879,-964.3452336,-45.19688707,1009.542249
0,0,0,0,170.30986,-80.55815858,-89.87547098,-922.4721409,-119.5935147,1042.065774
0,0,0,0,169.5977617,-70.52910384,-99.19158082,-876.4824335,-193.8007493,1070.283306
0,0,0,0,168.1559799,-60.24729,-108.0307763,-827.0161589,-266.909522,1093.925797
0,0,0,0,165.9873401,-49.71005575,-116.3985402,-774.1172839,-338.6868309,1112.804235
0,0,0,0,163.0831151,-38.90785462,-124.2956875,-717.7098831,-409.4327524,1127.142756
0,0,0,0,159.4943079,-27.99196909,-131.6219467,-658.4415845,-478.1330429,1136.574746
0,0,0,0,155.2450367,-16.95384563,-138.4099858,-596.1394327,-544.7350022,1140.87455
0,0,0,0,150.3092332,-5.791794871,-144.6354213,-530.9290092,-609.4334564,1140.362581
0,0,0,0,144.7535119,5.341404594,-150.2120976,-463.8291456,-671.0699436,1134.899211
0,0,0,0,138.579134,16.45275252,-155.1482713,-394.7314441,-729.9015357,1124.633098
0,0,0,0,131.7810671,27.54422617,-159.4408839,-323.7686478,-785.5975626,1109.366346
0,0,0,0,124.4483406,38.47537797,-163.0385239,-251.4620628,-838.1241148,1089.586286
0,0,0,0,116.586448,49.24331303,-165.9437866,-178.2581004,-886.7553714,1065.01359
0,0,0,0,108.1836021,59.85661614,-168.1534658,-103.7831995,-932.0018204,1035.78513
0,0,0,0,99.35885119,70.16249885,-169.6338289,-29.44941022,-972.761617,1002.21114
0,0,0,0,90.108668,80.16920773,-170.3895912,45.20464719,-1009.629053,964.4245124
0,0,0,0,80.43026283,89.87240263,-170.4136194,119.8358049,-1042.167043,922.3313489
0,0,0,0,70.44950411,99.14374479,-169.7034502,193.6472758,-1070.210405,876.5632396
0,0,0,0,60.17182983,107.9814085,-168.2626923,266.6303308,-1093.748795,827.1185811
0,0,0,0,49.5815331,116.3916313,-166.0818725,338.9265664,-1112.869945,773.9434935
0,0,0,0,38.83075732,124.2513961,-163.1901246,409.4010858,-1127.186556,717.7855783
0,0,0,0,27.91476763,131.5794246,-159.6014316,478.0068625,-1136.556057,658.5493039
0,0,0,0,16.82522631,138.399297,-155.3310326,544.9630879,-1140.892379,595.9293978
0,0,0,0,5.717240845,144.5946305,-150.4176591,609.2335417,-1140.310784,531.0773502
0,0,0,0,-5.415208361,150.1725348,-144.8623977,670.9737072,-1134.913449,463.9398417
0,0,0,0,-16.58052068,155.1327568,-138.6565925,730.0848767,-1124.593327,394.5085522
0,0,0,0,-27.62134689,159.4057763,-131.8880792,785.874394,-1109.542463,323.6681672
0,0,0,0,-38.54840804,163.0032018,-124.5577422,838.0533786,-1089.627097,251.5738202
0,0,0,0,-49.36793995,165.9222338,-116.6565423,886.9336944,-1064.938246,178.0046539
0,0,0,0,-59.92708976,168.1204601,-108.2949271,931.8171849,-1035.811896,103.9948113
0,0,0,0,-70.23434837,169.602443,-99.46896463,972.6809457,-1002.26864,29.58779193
0,0,0,0,-80.2866665,170.3613681,-90.17488598,1009.696479,-964.2962042,-45.40017714
0,0,0,0,-89.94501603,170.3849422,-80.53943336,1042.120688,-922.4068184,-119.7137667
0,0,0,0,-99.21562289,169.6763352,-70.55954699,1070.205142,-876.6411404,-193.5639018
0,0,0,0,-108.0944795,168.2281676,-60.23185208,1093.67267,-826.9800678,-266.6924869
0,0,0,0,-116.4643641,166.0574606,-49.69059709,1112.830377,-774.0370993,-338.7931839
0,0,0,0,-124.3234109,163.1674156,-38.94084675,1127.090644,-717.9062658,-409.184278
0,0,0,0,-131.6870213,159.5607934,-27.96995704,1136.672467,-658.3094204,-478.3629538
0,0,0,0,-138.4729039,155.310606,-16.93323781,1140.89398,-596.0324497,-544.8614345
0,0,0,0,-144.6696064,150.397772,-5.823056466,1140.404951,-531.1217823,-609.2830778
0,0,0,0,-150.2719662,144.8167367,5.360981926,1134.889325,-463.7217553,-671.1674763
0,0,0,0,-155.2078616,138.6394575,16.47479227,1124.660169,-394.5748448,-730.0852376
0,0,0,0,-159.4794438,131.875311,27.51115207,1109.497026,-323.8932354,-785.6036916
0,0,0,0,-163.0944074,124.5072343,38.49482239,1089.562244,-251.3378695,-838.224277
0,0,0,0,-165.9987272,116.6429702,49.26402884,1065.006265,-178.0714139,-886.9347596
0,0,0,0,-168.1975772,108.2816768,59.82479033,1035.863974,-104.1335291,-931.730353
0,0,0,0,-169.6855303,99.41391464,70.18112241,1002.157741,-29.34087509,-972.8167759
0,0,0,0,-170.4396741,90.16423582,80.18555448,964.3519679,45.19334635,-1009.545222
0,0,0,0,-170.4639426,80.52982904,89.84483501,922.4790599,119.5903044,-1042.06928
0,0,0,0,-169.750843,70.50099642,99.16117198,876.4894839,193.797398,-1070.286794
0,0,0,0,-168.3080723,60.21940141,108.0005932,827.0233109,266.9060111,-1093.929239
0,0,0,0,-166.1384491,49.68237012,116.3685938,774.1244716,338.6835121,-1112.807897
0,0,0,0,-163.2332945,38.88058984,124.2658107,717.7166859,409.4318261,-1127.148426
0,0,0,0,-159.6436034,27.96475245,131.5925415,658.4478568,478.1289827,-1136.576755
0,0,0,0,-155.3933954,16.9268332,138.3808329,596.1454049,544.7317599,-1140.877082
0,0,0,0,-150.45664,5.764974455,144.6065154,530.9355896,609.4290793,-1140.364586
0,0,0,0,-144.899985,-5.368021034,150.183428,463.8358938,671.0655525,-1134.901359
0,0,0,0,-138.7252213,-16.47811181,155.1193232,394.7320893,729.9094205,-1124.641424
0,0,0,0,-131.9259277,-27.5700945,159.412579,323.7772179,785.5902294,-1109.36735
0,0,0,0,-124.5920855,-38.50134623,163.0105489,251.4692668,838.1191081,-1089.588297
0,0,0,0,-116.7292697,-49.26912153,165.9160648,178.2648898,886.7509656,-1065.015771
0,0,0,0,-108.3255235,-59.88223198,168.1259844,103.790545,931.9966062,-1035.787072
0,0,0,0,-99.49986975,-70.18794146,169.6065887,29.4569218,972.7562184,-1002.213059
0,0,0,0,-90.24882596,-80.19444316,170.3625914,-45.197277,1009.623723,-964.4263695
0,0,0,0,-80.56950734,-89.89747968,170.3868528,-119.8281848,1042.161574,-922.33331
0,0,0,0,-70.58787131,-99.16864163,169.6769158,-193.6395805,1070.2049,-876.5652407
0,0,0,0,-60.3093295,-108.0061216,168.2363874,-266.6226039,1093.743318,-827.1206302
0,0,0,0,-49.7181799,-116.4161485,166.0557971,-338.9187562,1112.864486,-773.9456468
0,0,0,0,-38.96633991,-124.2758938,163.1642284,-409.3909777,1127.179233,-717.7881771
0,0,0,0,-28.04969025,-131.6034258,159.575633,-477.9984132,1136.551908,-658.5534166
0,0,0,0,-16.95915454,-138.4231721,155.3053648,-544.95281,1140.88715,-595.9342635
0,0,0,0,-5.850478205,-144.6182088,150.3922401,-609.2257183,1140.307052,-531.0812564
0,0,0,0,5.282784984,-150.1959017,144.8371814,-670.9659897,1134.909724,-463.9436622
0,0,0,0,16.44928101,-155.1560487,138.6313427,-730.0770914,1124.5896,-394.5124348
0,0,0,0,27.49063864,-159.4287849,131.8632256,-785.8689384,1109.539388,-323.6703787
0,0,0,0,38.41850723,-163.026024,124.5330968,-838.0454491,1089.622879,-251.577357
0,0,0,0,49.23893372,-165.9449118,116.6320579,-886.9252207,1064.933588,-178.0082946
0,0,0,0,59.79889369,-168.1429633,108.2706433,-931.8086177,1035.807038,-103.9983482
0,0,0,0,70.10697414,-169.624785,99.44487488,-972.6720941,1002.263545,-29.59138028
0,0,0,0,80.16020251,-170.3835648,90.15091574,-1009.686372,964.2907624,45.39567918
0,0,0,0,89.81928569,-170.4069666,80.51571792,-1042.111355,922.4013648,119.7100638
0,0,0,0,99.09069431,-169.6982005,70.53602342,-1070.195696,876.6355751,193.5601932
0,0,0,0,107.9703586,-168.2498741,60.20851164,-1093.663036,826.9744137,266.6887049
0,0,0,0,116.3410585,-166.0790034,49.66741479,-1112.820531,774.0313925,338.7892052
0,0,0,0,124.2008986,-163.1887997,38.91784119,-1127.080781,717.9004837,409.1803693
0,0,0,0,131.5651365,-159.5818044,27.94707721,-1136.664067,658.3058784,478.3582549
0,0,0,0,138.3517317,-155.3314183,16.91055963,-1140.885871,596.028853,544.8570862
0,0,0,0,144.5491839,-150.4184178,5.800567348,-1140.396663,531.1178166,609.2789116
0,0,0,0,150.1523008,-144.8372053,-5.38330261,-1134.880786,463.7176163,671.1632369
0,0,0,0,155.088229,-138.6605655,-16.49541666,-1124.587819,394.6443162,729.9435697
0,0,0,0,159.3614712,-131.8951021,-27.53367133,-1109.489681,323.8876733,785.6020786
0,0,0,0,162.9769589,-124.5272087,-38.51660249,-1089.553155,251.333441,838.2197841
0,0,0,0,165.8820021,-116.6627935,-49.28561624,-1064.996787,178.0673221,886.9295313
0,0,0,0,168.0815879,-108.3013096,-59.84624439,-1035.854579,104.1290388,931.7256069
0,0,0,0,169.5702661,-99.43337932,-70.2024123,-1002.148276,29.33625292,972.8120877
0,0,0,0,170.3251288,-90.18350316,-80.20671584,-964.3424721,-45.1985781,1009.541116
0,0,0,0,170.3501065,-80.54895887,-89.86580549,-922.4694626,-119.5951505,1042.064674
0,0,0,0,169.6377158,-70.51996885,-99.18197329,-876.4798302,-193.8023348,1070.282228
0,0,0,0,168.1956454,-60.23821867,-108.0212268,-827.0136162,-266.9110592,1093.924735
0,0,0,0,166.0267222,-49.70106201,-116.3890368,-774.1147569,-338.6886129,1112.803432
0,0,0,0,163.1222109,-38.89891402,-124.2862511,-717.7074419,-409.4342195,1127.141723
0,0,0,0,159.5331688,-27.98305216,-131.6126534,-658.4386929,-478.1341941,1136.572948
0,0,0,0,155.283652,-16.94503587,-138.4007382,-596.1364034,-544.7364461,1140.872909
0,0,0,0,150.3475744,-5.783041562,-144.6262412,-530.9261085,-609.4347779,1140.360946
0,0,0,0,144.791584,5.35009896,-150.2029824,-463.8263348,-671.0712239,1134.897622
0,0,0,0,138.6168401,16.46155723,-155.1392908,-394.7307458,-729.8993344,1124.630141
0,0,0,0,131.8185593,27.55287215,-159.43192,-323.7705819,-785.5921757,1109.362828
0,0,0,0,124.4856274,38.48388801,-163.0296034,-251.4594391,-838.125188,1089.584683
0,0,0,0,116.6234792,49.25176775,-165.9349374,-178.2556256,-886.7562567,1065.011943
0,0,0,0,108.2203687,59.86503017,-168.1446925,-103.7807508,-932.0026412,1035.783449
0,0,0,0,99.39535887,70.1708669,-169.6251273,-29.44701196,-972.7623721,1002.209442
0,0,0,0,90.14491891,80.17752942,-170.3809604,45.20700341,-1009.629756,964.4228083
0,0,0,0,80.46625771,89.88067764,-170.405059,119.8381167,-1042.167706,922.329646
0,0,0,0,70.48524601,99.1519732,-169.6949589,193.6495473,-1070.211036,876.5615454
0,0,0,0,60.20732063,107.9895901,-168.2542691,266.6325623,-1093.749404,827.1169015
0,0,0,0,49.61677341,116.3997653,-166.0735167,338.9287625,-1112.870539,773.9418358
0,0,0,0,38.86553417,124.2596469,-163.181783,409.4006779,-1127.185137,717.7845156
0,0,0,0,27.94949668,131.587401,-159.5931262,478.0087382,-1136.557223,658.5485411
0,0,0,0,16.85972825,138.4071932,-155.3227774,544.9651742,-1140.893757,595.9286374
0,0,0,0,5.751500916,144.6024714,-150.40946,609.2356021,-1140.312087,531.0765414
0,0,0,0,-5.381188527,150.1803201,-144.8542536,670.9757376,-1134.914692,463.9390057
0,0,0,0,-16.5466523,155.1404508,-138.6485556,730.0886834,-1124.595297,394.5066667
0,0,0,0,-27.58779246,159.4134566,-131.8800606,785.8774792,-1109.54399,323.666562
0,0,0,0,-38.51512181,163.0108447,-124.5497613,838.0552032,-1089.628037,251.5728858
0,0,0,0,-49.33485151,165.9298202,-116.6486498,886.9357901,-1064.939204,178.0034665
0,0,0,0,-59.89428639,168.1280221,-108.2870637,931.8186299,-1035.81254,103.9939621
0,0,0,0,-70.20179332,169.6099679,-99.46115186,972.6822625,-1002.269171,29.58695873
0,0,0,0,-80.25435678,170.3688551,-90.16712551,1009.69771,-964.2966485,-45.40101056
0,0,0,0,-89.9129478,170.3923914,-80.53172498,1042.12185,-922.4071948,-119.7146019
0,0,0,0,-99.18379382,169.6837463,-70.55189043,1070.206251,-876.6414634,-193.564735
0,0,0,0,-108.0628881,168.23554,-60.22424727,1093.67373,-826.9803531,-266.6933177
0,0,0,0,-116.4330221,166.064785,-49.68301951,1112.831268,-774.0374898,-338.7937299
0,0,0,0,-124.2922786,163.1747118,-38.93335333,1127.091643,-717.906534,-409.1850575
0,0,0,0,-131.6560346,159.567903,-27.9624529,1136.674113,-658.3113328,-478.3627324
0,0,0,0,-138.4420899,155.3176831,-16.92584599,1140.89613,-596.0338779,-544.8622025
0,0,0,0,-144.63901,150.4047971,-5.815710461,1140.406972,-531.1230912,-609.2838335
0,0,0,0,-150.2415826,144.82371,5.36827792,1134.891253,-463.7229703,-671.1682339
0,0,0,0,-155.1753669,138.6490342,16.47706273,1124.496203,-394.7662118,-729.7299353
0,0,0,0,-159.4493864,131.8822944,27.51814461,1109.507112,-323.8818974,-785.6251634
0,0,0,0,-163.0646582,124.5140529,38.50197994,1089.563895,-251.3388796,-838.2249646
0,0,0,0,-165.9692069,116.6496908,49.27120897,1065.007513,-178.0732182,-886.934247
0,0,0,0,-168.1682488,108.2883977,59.83185985,1035.865424,-104.1344932,-931.7308824
0,0,0,0,-169.6564105,99.42058857,70.18814596,1002.159136,-29.3417615,-972.8173275
0,0,0,0,-170.4107611,90.17086149,80.19253525,964.3532989,45.19249378,-1009.545745
0,0,0,0,-170.4352349,80.5364069,89.85177309,922.4803378,119.5894858,-1042.06978
0,0,0,0,-169.72234,70.50752685,99.16806701,876.4907142,193.7966105,-1070.287279
0,0,0,0,-168.2797713,60.22588516,108.0074452,827.0245031,266.9052541,-1093.929714
0,0,0,0,-166.1103482,49.68880771,116.3754026,774.1256287,338.6827837,-1112.808368
0,0,0,0,-163.2053555,38.88683192,124.272688,717.7187241,409.427363,-1127.146043
0,0,0,0,-159.61586,27.97110236,131.599221,658.4493971,478.1281701,-1136.577523
0,0,0,0,-155.3658532,16.93316906,138.3874442,596.1466812,544.7315277,-1140.878166
0,0,0,0,-150.4292739,5.77123409,144.6130961,530.937007,609.4284662,-1140.36543
0,0,0,0,-144.8728071,-5.361806394,150.1899625,463.8372645,671.0649364,-1134.902156
0,0,0,0,-138.6982305,-16.47194102,155.1258112,394.733414,729.9088231,-1124.642192
0,0,0,0,-131.899111,-27.56399849,159.4190391,323.7786001,785.5893506,-1109.3679
0,0,0,0,-124.5654705,-38.49524671,163.0169336,251.4705927,838.1185158,-1089.589068
0,0,0,0,-116.7028462,-49.26304368,165.922391,178.2660469,886.7506456,-1065.016648
0,0,0,0,-108.2992802,-59.87619624,168.1322617,103.7917679,931.9961858,-1035.787913
0,0,0,0,-99.47380601,-70.18194352,169.6128155,29.45810282,972.7558518,-1002.213912
0,0,0,0,-90.22292675,-80.18849553,170.3687671,-45.19593421,1009.623209,-964.4272346
0,0,0,0,-80.5438012,-89.89155463,170.3929789,-119.8270459,1042.161259,-922.3341721
0,0,0,0,-70.56234254,-99.162752,169.6829926,-193.6384941,1070.204637,-876.5661023
0,0,0,0,-60.28397609,-108.0002682,168.2424154,-266.6215492,1093.743078,-827.1214855
0,0,0,0,-49.69299077,-116.4103405,166.061775,-338.9178065,1112.864297,-773.9464476
0,0,0,0,-38.94132264,-124.2701224,163.1701581,-409.3900257,1127.179049,-717.788982
0,0,0,0,-28.02479191,-131.5977747,159.5815471,-477.9959679,1136.550242,-658.5542328
0,0,0,0,-16.93448439,-138.417533,155.3112648,-544.951833,1140.886404,-595.9345314
0,0,0,0,-5.825979484,-144.6126093,150.3981,-609.2248191,1140.306404,-531.0815444
0,0,0,0,5.30711536,-150.1903434,144.8430012,-670.9651095,1134.909118,-463.9439713
0,0,0,0,16.47272466,-155.1502755,138.6375854,-730.0545887,1124.58145,-394.5268213
0,0,0,0,27.51469946,-159.4233271,131.8689206,-785.8668918,1109.538456,-323.6715269
0,0,0,0,38.44231629,-163.0205696,124.5388028,-838.0446718,1089.622455,-251.5777455
0,0,0,0,49.26252542,-165.9394759,116.637756,-886.9242941,1064.93323,-178.008898
0,0,0,0,59.82233122,-168.1375631,108.2762905,-931.8079286,1035.806806,-103.9988396
0,0,0,0,70.13024294,-169.6194148,99.45048178,-972.671497,1002.263385,-29.59185136
0,0,0,0,80.1833214,-170.3782245,90.15646391,-1009.685856,964.2906409,45.39525197
0,0,0,0,89.84222411,-170.4016562,80.52124067,-1042.110842,922.4013079,119.709573
0,0,0,0,99.1134662,-169.6929198,70.54150834,-1070.195274,876.6355582,193.5597537
0,0,0,0,107.9929656,-168.2446234,60.21395807,-1093.662666,826.974424,266.6882848
0,0,0,0,116.3635032,-166.0737829,49.67282286,-1112.820187,774.0314227,338.7887991
0,0,0,0,124.2231204,-163.1836253,38.92328908,-1127.08171,717.9002374,409.1815099
0,0,0,0,131.5873129,-159.5767237,27.95243573,-1136.663092,658.3051974,478.3579293
0,0,0,0,138.3737785,-155.3263825,16.91586667,-1140.884784,596.0281887,544.8566312
0,0,0,0,144.5710808,-150.4134193,5.805837369,-1140.395676,531.1172238,609.2784859
0,0,0,0,150.1740493,-144.8322444,-5.378070454,-1134.879873,463.7170801,671.1628281
0,0,0,0,155.1098388,-138.6556357,-16.49023576,-1124.58765,394.6428473,729.9448373
0,0,0,0,159.3829077,-131.8902353,-27.52847372,-1109.48919,323.8867226,785.6025042
0,0,0,0,162.9982496,-124.5223864,-38.51143371,-1089.552479,251.3329775,838.2195381
0,0,0,0,165.903144,-116.6580127,-49.28047368,-1064.996284,178.0666507,886.9296686
0,0,0,0,168.1025884,-108.296554,-59.84115017,-1035.853976,104.1287269,931.7252838
0,0,0,0,169.5911222,-99.42865647,-70.19735537,-1002.147712,29.33599314,972.8117526
0,0,0,0,170.3458415,-90.17881409,-80.20169365,-964.3419543,-45.1988192,1009.540808
0,0,0,0,170.3706766,-80.54430356,-89.86081739,-922.4689856,-119.5953757,1042.064393
0,0,0,0,169.6581436,-70.51534717,-99.17701927,-876.4793902,-193.8025459,1070.281969
0,0,0,0,168.2159328,-60.23363014,-108.0163066,-827.0132065,-266.9112558,1093.924494
0,0,0,0,166.0468656,-49.69649584,-116.3841564,-774.1144061,-338.6889509,1112.80339
0,0,0,0,163.1422233,-38.89440008,-124.281393,-717.7070938,-409.4343903,1127.141517
0,0,0,0,159.5529484,-27.97830402,-131.6079996,-658.4405696,-478.1286769,1136.569279
0,0,0,0,155.3034151,-16.94057095,-138.3959866,-596.1359403,-544.7362816,1140.872253
0,0,0,0,150.3672079,-5.778619492,-144.6215182,-530.9255994,-609.4348719,1140.360503
0,0,0,0,144.8110857,5.354488745,-150.1982942,-463.8258603,-671.0713199,1134.897213
0,0,0,0,138.6362374,16.46586434,-155.134613,-394.7305765,-729.8989677,1124.629576
0,0,0,0,131.8379126,27.55704322,-159.427259,-323.7685212,-785.5944815,1109.363039
0,0,0,0,124.5047386,38.48819031,-163.0250263,-251.4591143,-838.1251094,1089.584253
0,0,0,0,116.6424366,49.25607849,-165.9304082,-178.2554395,-886.7560067,1065.011478
0,0,0,0,108.2392222,59.86928034,-168.1401917,-103.7804248,-932.0025769,1035.783032
0,0,0,0,99.41408632,70.17508958,-169.6206635,-29.44670551,-972.7622895,1002.209026
0,0,0,0,90.16352048,80.18172574,-170.3765337,45.20729264,-1009.629657,964.4223933
0,0,0,0,80.48473359,89.88484775,-170.4006691,119.8383872,-1042.167592,922.3292345
0,0,0,0,70.50359764,99.15611726,-169.6906053,193.6498007,-1070.210911,876.5611397
0,0,0,0,60.22554894,107.993708,-168.2499513,266.6327989,-1093.749271,827.1165038
0,0,0,0,49.63487868,116.4038568,-166.0692342,338.9289846,-1112.870402,773.9414486
0,0,0,0,38.88353471,124.2636999,-163.17754,409.4009705,-1127.185065,717.7841246
0,0,0,0,27.96737431,131.5913977,-159.5888853,478.0090461,-1136.557489,658.5484727
0,0,0,0,16.87737595,138.4112282,-155.3185258,544.9642027,-1140.893205,595.929031
0,0,0,0,5.769110308,144.6064232,-150.4052657,609.2357018,-1140.312203,531.0765312
